timestamp,phase,code,valueA,valueB
636413.964455,camera,96,0.000833,800.000000
636414.274143,detection,65,487.000000,0.000000
636414.274473,detection,35,0.910000,101.000000
636414.274509,detection,34,3.525667,17.000000
636414.274545,detection,32,0.015269,487.000000
636414.274545,detection,98,0.402778,0.000000
636414.274545,detection,85,0.015269,0.402778
636414.274555,detection,66,0.015269,0.402778
636414.346288,detection,65,122.000000,0.000000
636414.346359,detection,35,0.851064,48.000000
636414.346366,detection,34,4.327869,11.000000
636414.346373,detection,32,0.008915,122.000000
636414.346373,detection,98,0.394444,0.000000
636414.346373,detection,85,0.008915,0.394444
636414.346373,detection,66,0.008915,0.394444
636414.420561,detection,65,944.000000,0.000000
636414.420836,detection,35,0.927007,138.000000
636414.420853,detection,34,4.093220,28.000000
636414.420907,detection,32,0.007764,944.000000
636414.420907,detection,99,0.800000,0.000000
636414.420907,detection,85,0.007764,0.800000
636414.420907,detection,66,0.007764,0.800000
636414.495350,detection,65,927.000000,0.000000
636414.495636,detection,35,0.930556,145.000000
636414.495653,detection,34,4.536138,29.000000
636414.495706,detection,32,0.004578,927.000000
636414.495706,detection,99,0.798611,0.000000
636414.495706,detection,85,0.004578,0.798611
636414.495706,detection,66,0.004578,0.798611
636414.571478,detection,65,955.000000,0.000000
636414.571780,detection,35,0.934211,153.000000
636414.571798,detection,34,4.485864,28.000000
636414.571853,detection,32,0.004668,955.000000
636414.571853,detection,99,0.798611,0.000000
636414.571853,detection,85,0.004668,0.798611
636414.571853,detection,66,0.004668,0.798611
636414.647429,detection,65,940.000000,0.000000
636414.647715,detection,35,0.936620,143.000000
636414.647733,detection,34,4.259574,28.000000
636414.647787,detection,32,0.005196,940.000000
636414.647787,detection,99,0.798611,0.000000
636414.647788,detection,85,0.005196,0.798611
636414.647788,detection,66,0.005196,0.798611
636414.723707,detection,65,931.000000,0.000000
636414.723995,detection,35,0.922535,143.000000
636414.724013,detection,34,4.607948,30.000000
636414.724067,detection,32,0.006375,931.000000
636414.724067,detection,99,0.798611,0.000000
636414.724067,detection,85,0.006375,0.798611
636414.724068,detection,66,0.006375,0.798611
636414.801071,detection,65,905.000000,0.000000
636414.801342,detection,35,0.941606,138.000000
636414.801358,detection,34,4.117127,27.000000
636414.801407,detection,32,0.001939,905.000000
636414.801407,detection,99,0.797222,0.000000
636414.801407,detection,85,0.001939,0.797222
636414.801407,detection,66,0.001939,0.797222
636414.878248,detection,65,932.000000,0.000000
636414.878490,detection,35,0.936620,143.000000
636414.878506,detection,34,4.142704,27.000000
636414.878555,detection,32,0.000564,932.000000
636414.878555,detection,99,0.797222,0.000000
636414.878556,detection,85,0.000564,0.797222
