timestamp,phase,code,valueA,valueB
473144.487437,camera,96,0.000833,800.000000
473144.795739,detection,65,218.000000,0.000000
473144.795949,detection,98,0.465278,0.865672
473144.796269,detection,32,0.006769,218.000000
473144.796270,detection,33,0.465278,0.865672
473144.796270,detection,84,0.865672,0.000000
473144.796279,detection,66,0.006769,68.000000
473144.877938,detection,65,751.000000,0.000000
473144.878169,detection,98,0.579167,0.939394
473144.878280,detection,32,0.004391,751.000000
473144.878280,detection,33,0.579167,0.939394
473144.878280,detection,84,0.939394,0.000000
473144.878281,detection,66,0.004391,133.000000
473144.957932,detection,65,772.000000,0.000000
473144.958157,detection,99,0.934722,0.932331
473144.958269,detection,32,0.007582,772.000000
473144.958269,detection,33,0.934722,0.932331
473144.958269,detection,84,0.932331,0.000000
473144.958270,detection,66,0.007582,134.000000
473145.036500,detection,65,750.000000,0.000000
473145.036732,detection,99,0.933333,0.929134
473145.036853,detection,32,0.006081,750.000000
473145.036853,detection,33,0.933333,0.929134
473145.036853,detection,84,0.929134,0.000000
473145.036853,detection,66,0.006081,128.000000
473145.118338,detection,65,724.000000,0.000000
473145.118608,detection,98,0.469444,0.932203
473145.118719,detection,32,0.005723,724.000000
473145.118719,detection,33,0.469444,0.932203
473145.118719,detection,84,0.932203,0.000000
473145.118720,detection,66,0.005723,119.000000
473145.198367,detection,65,731.000000,0.000000
473145.198696,detection,98,0.579167,0.925620
473145.198816,detection,32,0.004612,731.000000
473145.198816,detection,33,0.579167,0.925620
473145.198816,detection,84,0.925620,0.000000
473145.198817,detection,66,0.004612,122.000000
473145.278712,detection,65,733.000000,0.000000
473145.279001,detection,99,0.933333,0.920000
473145.279100,detection,32,0.007417,733.000000
473145.279101,detection,33,0.933333,0.920000
473145.279101,detection,84,0.920000,0.000000
473145.279101,detection,66,0.007417,126.000000
473145.359623,detection,65,722.000000,0.000000
473145.359894,detection,99,0.933333,0.928571
473145.359990,detection,32,0.007391,722.000000
473145.359990,detection,33,0.933333,0.928571
473145.359990,detection,84,0.928571,0.000000
473145.359990,detection,66,0.007391,127.000000
